source,dataset,origin_country,destination_country,year,period,measure_type,value,total_migrants,male_migrants,female_migrants,analysis_question
oecd,oecd_migration_database,Cameroon,Korea,2018,pre_covid,inflow,174.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2019,pre_covid,inflow,105.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2020,covid,inflow,53.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2021,covid,inflow,71.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Luxembourg,2015,pre_covid,inflow,77.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Luxembourg,2016,pre_covid,inflow,70.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Luxembourg,2017,pre_covid,inflow,114.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Luxembourg,2018,pre_covid,inflow,155.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Luxembourg,2019,pre_covid,inflow,130.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Luxembourg,2020,covid,inflow,125.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Luxembourg,2021,covid,inflow,192.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2015,pre_covid,inflow,12.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2016,pre_covid,inflow,15.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2017,pre_covid,inflow,14.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2018,pre_covid,inflow,15.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2019,pre_covid,inflow,21.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2020,covid,inflow,25.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2021,covid,inflow,18.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2022,post_covid,inflow,18.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2015,pre_covid,inflow,68.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2016,pre_covid,inflow,68.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2017,pre_covid,inflow,95.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2018,pre_covid,inflow,98.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2019,pre_covid,inflow,113.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2020,covid,inflow,96.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2021,covid,inflow,115.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,New Zealand,2015,pre_covid,inflow,10.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,New Zealand,2016,pre_covid,inflow,9.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,New Zealand,2017,pre_covid,inflow,2.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,New Zealand,2018,pre_covid,inflow,2.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,New Zealand,2019,pre_covid,inflow,15.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,New Zealand,2020,covid,inflow,9.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,New Zealand,2022,post_covid,inflow,6.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Norway,2015,pre_covid,inflow,56.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Norway,2016,pre_covid,inflow,37.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Norway,2017,pre_covid,inflow,56.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Norway,2018,pre_covid,inflow,46.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Norway,2019,pre_covid,inflow,48.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Norway,2020,covid,inflow,22.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Norway,2021,covid,inflow,40.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Poland,2015,pre_covid,inflow,96.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Poland,2016,pre_covid,inflow,81.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Poland,2017,pre_covid,inflow,65.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Poland,2018,pre_covid,inflow,101.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Poland,2019,pre_covid,inflow,92.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Poland,2020,covid,inflow,67.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Poland,2021,covid,inflow,131.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2019,pre_covid,inflow,1.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2015,pre_covid,inflow,443.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2016,pre_covid,inflow,480.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2017,pre_covid,inflow,622.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2018,pre_covid,inflow,541.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2019,pre_covid,inflow,595.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Sweden,2015,pre_covid,inflow,111.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Sweden,2016,pre_covid,inflow,107.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Sweden,2017,pre_covid,inflow,127.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Sweden,2018,pre_covid,inflow,170.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Sweden,2019,pre_covid,inflow,245.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Sweden,2020,covid,inflow,169.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Sweden,2021,covid,inflow,162.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2015,pre_covid,inflow,277.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2016,pre_covid,inflow,251.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2017,pre_covid,inflow,242.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2018,pre_covid,inflow,204.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2019,pre_covid,inflow,219.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2020,covid,inflow,249.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2021,covid,inflow,224.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Türkiye,2016,pre_covid,inflow,304.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Türkiye,2017,pre_covid,inflow,280.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Türkiye,2018,pre_covid,inflow,329.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Türkiye,2019,pre_covid,inflow,560.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Türkiye,2020,covid,inflow,339.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Türkiye,2021,covid,inflow,1207.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2015,pre_covid,inflow,4311.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2016,pre_covid,inflow,4763.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2017,pre_covid,inflow,4602.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2018,pre_covid,inflow,4105.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2019,pre_covid,inflow,4281.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2020,covid,inflow,2747.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2021,covid,inflow,3506.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Chile,2015,pre_covid,inflow,2.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Chile,2016,pre_covid,inflow,6.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2015,pre_covid,inflow,12.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2016,pre_covid,inflow,15.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2017,pre_covid,inflow,29.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2018,pre_covid,inflow,22.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2019,pre_covid,inflow,25.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2016,pre_covid,inflow,5.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2017,pre_covid,inflow,13.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2018,pre_covid,inflow,23.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2019,pre_covid,inflow,64.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2020,covid,inflow,58.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2021,covid,inflow,52.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2015,pre_covid,inflow,3.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2016,pre_covid,inflow,1.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2017,pre_covid,inflow,8.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2018,pre_covid,inflow,2.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2019,pre_covid,inflow,3.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2020,covid,inflow,2.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2021,covid,inflow,0.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Australia,2015,pre_covid,stock_birth,450.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Australia,2016,pre_covid,stock_birth,480.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Australia,2017,pre_covid,stock_birth,510.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Australia,2018,pre_covid,stock_birth,540.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Australia,2019,pre_covid,stock_birth,570.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Australia,2020,covid,stock_birth,610.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Australia,2021,covid,stock_birth,610.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2015,pre_covid,stock_birth,7.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2016,pre_covid,stock_birth,0.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2017,pre_covid,stock_birth,2.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2018,pre_covid,stock_birth,10.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2019,pre_covid,stock_birth,30.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2020,covid,stock_birth,88.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2021,covid,stock_birth,130.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Lithuania,2022,post_covid,stock_birth,26.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United Kingdom,2015,pre_covid,stock_birth,11000.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United Kingdom,2017,pre_covid,stock_birth,12000.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United Kingdom,2018,pre_covid,stock_birth,1000.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2015,pre_covid,stock_birth,1860.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2016,pre_covid,stock_birth,1865.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2017,pre_covid,stock_birth,1860.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2018,pre_covid,stock_birth,1886.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2019,pre_covid,stock_birth,1943.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2020,covid,stock_birth,2031.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2021,covid,stock_birth,2094.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2022,post_covid,stock_birth,2150.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2015,pre_covid,stock_birth,266.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2016,pre_covid,stock_birth,281.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2017,pre_covid,stock_birth,331.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2018,pre_covid,stock_birth,332.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2019,pre_covid,stock_birth,312.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2020,covid,stock_birth,303.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2021,covid,stock_birth,256.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Hungary,2022,post_covid,stock_birth,230.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2015,pre_covid,stock_birth,17.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2016,pre_covid,stock_birth,18.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2017,pre_covid,stock_birth,15.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2018,pre_covid,stock_birth,22.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2019,pre_covid,stock_birth,21.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2020,covid,stock_birth,22.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2021,covid,stock_birth,22.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovenia,2022,post_covid,stock_birth,21.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2015,pre_covid,stock_birth,11327.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2016,pre_covid,stock_birth,12096.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2017,pre_covid,stock_birth,13028.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2018,pre_covid,stock_birth,14316.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2019,pre_covid,stock_birth,14973.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2020,covid,stock_birth,15220.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2021,covid,stock_birth,15214.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Italy,2022,post_covid,stock_birth,14756.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2015,pre_covid,stock_birth,721.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2016,pre_covid,stock_birth,755.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2017,pre_covid,stock_birth,796.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2018,pre_covid,stock_birth,813.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2019,pre_covid,stock_birth,835.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2020,covid,stock_birth,840.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2021,covid,stock_birth,866.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Denmark,2022,post_covid,stock_birth,910.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2015,pre_covid,stock_nationality,4068.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2016,pre_covid,stock_nationality,4170.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2017,pre_covid,stock_nationality,4164.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2018,pre_covid,stock_nationality,4150.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2019,pre_covid,stock_nationality,4134.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2020,covid,stock_nationality,4167.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2021,covid,stock_nationality,4259.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Switzerland,2022,post_covid,stock_nationality,4355.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2015,pre_covid,stock_nationality,28926.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2016,pre_covid,stock_nationality,24611.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2017,pre_covid,stock_nationality,32946.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2018,pre_covid,stock_nationality,38824.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2019,pre_covid,stock_nationality,38790.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,United States,2021,covid,stock_nationality,34849.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2015,pre_covid,stock_nationality,10.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2016,pre_covid,stock_nationality,12.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2017,pre_covid,stock_nationality,13.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2018,pre_covid,stock_nationality,13.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2019,pre_covid,stock_nationality,13.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2020,covid,stock_nationality,14.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2021,covid,stock_nationality,15.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2022,post_covid,stock_nationality,17.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2015,pre_covid,stock_nationality,5023.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2016,pre_covid,stock_nationality,5048.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2017,pre_covid,stock_nationality,5057.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2018,pre_covid,stock_nationality,5201.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2019,pre_covid,stock_nationality,5328.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Spain,2020,covid,stock_nationality,5468.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2015,pre_covid,stock_nationality,12.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2016,pre_covid,stock_nationality,21.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2017,pre_covid,stock_nationality,30.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2018,pre_covid,stock_nationality,54.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2019,pre_covid,stock_nationality,73.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Estonia,2020,covid,stock_nationality,92.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2015,pre_covid,stock_birth,99.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2016,pre_covid,stock_birth,97.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2017,pre_covid,stock_birth,107.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2018,pre_covid,stock_birth,115.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2019,pre_covid,stock_birth,124.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2020,covid,stock_birth,123.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2021,covid,stock_birth,146.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Czechia,2022,post_covid,stock_birth,120.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2015,pre_covid,stock_nationality,555.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2016,pre_covid,stock_nationality,606.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2017,pre_covid,stock_nationality,613.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2018,pre_covid,stock_nationality,629.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2019,pre_covid,stock_nationality,633.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2020,covid,stock_nationality,615.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2021,covid,stock_nationality,625.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Austria,2022,post_covid,stock_nationality,646.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2015,pre_covid,stock_nationality,660.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2016,pre_covid,stock_nationality,619.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2017,pre_covid,stock_nationality,570.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2018,pre_covid,stock_nationality,606.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2019,pre_covid,stock_nationality,615.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2020,covid,stock_nationality,673.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2021,covid,stock_nationality,689.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Netherlands,2022,post_covid,stock_nationality,700.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Mexico,2015,pre_covid,stock_birth,43.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2015,pre_covid,stock_nationality,454.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2016,pre_covid,stock_nationality,473.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2017,pre_covid,stock_nationality,521.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2018,pre_covid,stock_nationality,627.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2019,pre_covid,stock_nationality,692.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2020,covid,stock_nationality,857.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2021,covid,stock_nationality,1059.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Japan,2022,post_covid,stock_nationality,1047.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2015,pre_covid,stock_nationality,599.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2016,pre_covid,stock_nationality,676.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2017,pre_covid,stock_nationality,789.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2018,pre_covid,stock_nationality,850.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2019,pre_covid,stock_nationality,879.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2020,covid,stock_nationality,818.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2021,covid,stock_nationality,847.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Korea,2022,post_covid,stock_nationality,847.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2015,pre_covid,stock_birth,10.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2016,pre_covid,stock_birth,13.0,,,,Q1_destinations
oecd,oecd_migration_database,Cameroon,Slovak Republic,2017,pre_covid,stock_birth,14.0,,,,Q1_destinations
